Time Stamp|SSID|BSSID|RSSI
2018-10-07 18:35:55.412|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-90
2018-10-07 18:35:55.412|BigPond4EC9|10:0d:7f:da:8e:d9|-90
2018-10-07 18:35:55.412|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-96
2018-10-07 18:35:55.412|Telstra Air|f6:6b:ef:c0:83:c0|-85
2018-10-07 18:35:55.412|Fon WiFi|f6:6b:ef:c0:83:c1|-87
Time Stamp|SSID|BSSID|RSSI
2018-10-07 18:52:09.05|WiFi-7TRU|a4:ca:a0:57:da:10|-60
2018-10-07 18:52:09.05|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-75
2018-10-07 18:52:09.05|WiFi-85B8|c4:71:54:d8:85:b8|-85
2018-10-07 18:52:09.05|TelstraF28877|24:20:c7:f2:88:7d|-88
2018-10-07 18:52:09.05|TPG-9PYF|c4:05:28:f9:ca:44|-89
2018-10-07 18:52:09.05|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-91
2018-10-07 18:52:09.05|OPTUSVD39FAA40|10:0d:7f:dd:59:61|-91
2018-10-07 18:52:09.05|FaafetaiKoli|4e:66:41:91:0d:56|-85
2018-10-07 18:52:09.05|TelstraC083BD|f4:6b:ef:c0:83:c3|-87
2018-10-07 18:52:09.05|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-88
2018-10-07 18:52:09.05|Telstra Air|f6:6b:ef:c0:83:c0|-85
2018-10-07 18:52:09.05|Fon WiFi|f6:6b:ef:c0:83:c1|-87
Time Stamp|SSID|BSSID|RSSI
2018-10-07 19:09:46.265|WiFi-7TRU|a4:ca:a0:57:da:10|-64
2018-10-07 19:09:46.265|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-74
2018-10-07 19:09:46.265|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-85
2018-10-07 19:09:46.265|OPTUS_8090D7|18:90:d8:80:90:d8|-87
2018-10-07 19:09:46.265|OPTUS_07D7EE|7c:26:64:07:d7:ef|-89
2018-10-07 19:09:46.265|TelstraF28877|24:20:c7:f2:88:7d|-89
2018-10-07 19:09:46.265|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-91
2018-10-07 19:09:46.265|TPG-9PYF|c4:05:28:f9:ca:44|-91
2018-10-07 19:09:46.265|Telstra Air|f6:6b:ef:c0:83:c0|-91
2018-10-07 19:09:46.265|Fon WiFi|f6:6b:ef:c0:83:c1|-92
Time Stamp|SSID|BSSID|RSSI
2018-10-07 19:20:55.192|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-74
2018-10-07 19:20:55.192|WiFi-7TRU|a4:ca:a0:57:da:10|-66
2018-10-07 19:20:55.192|WiFi-85B8|c4:71:54:d8:85:b8|-82
2018-10-07 19:20:55.192|FaafetaiKoli|4e:66:41:91:0d:56|-84
2018-10-07 19:20:55.192|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-89
2018-10-07 19:20:55.192|OPTUS_8090D7|18:90:d8:80:90:d8|-86
2018-10-07 19:20:55.192|TelstraC083BD|f4:6b:ef:c0:83:c3|-88
2018-10-07 19:20:55.192|TelstraF28877|24:20:c7:f2:88:7d|-87
2018-10-07 19:20:55.192|Telstra Air|f6:6b:ef:c0:83:c0|-85
2018-10-07 19:20:55.192|Fon WiFi|f6:6b:ef:c0:83:c1|-86
2018-10-07 19:20:55.192|OPTUS_07D7EE|7c:26:64:07:d7:ef|-89
2018-10-07 19:20:55.192|Apxl|ec:08:6b:93:ac:ba|-92
Time Stamp|SSID|BSSID|RSSI
2018-10-07 19:35:54.942|WiFi-7TRU|a4:ca:a0:57:da:10|-53
2018-10-07 19:35:54.942|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-71
2018-10-07 19:35:54.942|TelstraF28877|24:20:c7:f2:88:7d|-83
2018-10-07 19:35:54.942|FaafetaiKoli|4e:66:41:91:0d:56|-79
2018-10-07 19:35:54.942|TelstraC083BD|f4:6b:ef:c0:83:c3|-83
2018-10-07 19:35:54.942|TPG-9PYF|c4:05:28:f9:ca:44|-89
2018-10-07 19:35:54.942|WiFi-85B8|c4:71:54:d8:85:b8|-87
2018-10-07 19:35:54.942|OPTUS_8090D7|18:90:d8:80:90:d8|-88
2018-10-07 19:35:54.942|OPTUS_07D7EE|7c:26:64:07:d7:ef|-90
2018-10-07 19:35:54.942|OPTUSVD39FAA40|10:0d:7f:dd:59:61|-94
2018-10-07 19:35:54.942|Fon WiFi|f6:6b:ef:c0:83:c1|-81
2018-10-07 19:35:54.942|Telstra Air|f6:6b:ef:c0:83:c0|-83
Time Stamp|SSID|BSSID|RSSI
2018-10-07 19:55:54.885|WiFi-7TRU|a4:ca:a0:57:da:10|-56
2018-10-07 19:55:54.885|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-69
2018-10-07 19:55:54.885|TelstraC083BD|f4:6b:ef:c0:83:c3|-82
2018-10-07 19:55:54.885|WiFi-85B8|c4:71:54:d8:85:b8|-83
2018-10-07 19:55:54.885|FaafetaiKoli|4e:66:41:91:0d:56|-82
2018-10-07 19:55:54.885|TelstraF28877|24:20:c7:f2:88:7d|-89
2018-10-07 19:55:54.885|TPG-9PYF|c4:05:28:f9:ca:44|-84
2018-10-07 19:55:54.885|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-89
2018-10-07 19:55:54.885|BigPond4EC9|10:0d:7f:da:8e:d9|-93
2018-10-07 19:55:54.885|OPTUSVD39FAA40|10:0d:7f:dd:59:61|-94
2018-10-07 19:55:54.885|OPTUS_8090D7|18:90:d8:80:90:d8|-96
2018-10-07 19:55:54.885|Fon WiFi|f6:6b:ef:c0:83:c1|-85
2018-10-07 19:55:54.885|Telstra Air|f6:6b:ef:c0:83:c0|-82
2018-10-07 19:55:54.885|WiFi-ZXG7|d0:ff:98:45:84:a0|-88
Time Stamp|SSID|BSSID|RSSI
2018-10-07 20:05:55.22|WiFi-7TRU|a4:ca:a0:57:da:10|-58
2018-10-07 20:05:55.22|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-72
2018-10-07 20:05:55.22|FaafetaiKoli|4e:66:41:91:0d:56|-83
2018-10-07 20:05:55.22|TelstraC083BD|f4:6b:ef:c0:83:c3|-82
2018-10-07 20:05:55.22|WiFi-85B8|c4:71:54:d8:85:b8|-89
2018-10-07 20:05:55.22|TelstraF28877|24:20:c7:f2:88:7d|-85
2018-10-07 20:05:55.22|BigPond4EC9|10:0d:7f:da:8e:d9|-90
2018-10-07 20:05:55.22|Telstra Air|f6:6b:ef:c0:83:c0|-83
2018-10-07 20:05:55.22|Fon WiFi|f6:6b:ef:c0:83:c1|-83
2018-10-07 20:05:55.22|OPTUS_8090D7|18:90:d8:80:90:d8|-85
2018-10-07 20:05:55.22|TPG-9PYF|c4:05:28:f9:ca:44|-87
2018-10-07 20:05:55.22|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-93
Time Stamp|SSID|BSSID|RSSI
2018-10-07 20:20:54.95|WiFi-7TRU|a4:ca:a0:57:da:10|-58
2018-10-07 20:20:54.95|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-70
2018-10-07 20:20:54.95|FaafetaiKoli|4e:66:41:91:0d:56|-81
2018-10-07 20:20:54.95|TelstraC083BD|f4:6b:ef:c0:83:c3|-85
2018-10-07 20:20:54.95|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-87
2018-10-07 20:20:54.95|TelstraF28877|24:20:c7:f2:88:7d|-87
2018-10-07 20:20:54.95|Fon WiFi|f6:6b:ef:c0:83:c1|-85
2018-10-07 20:20:54.95|Telstra Air|f6:6b:ef:c0:83:c0|-85
2018-10-07 20:20:54.95|OPTUS_8090D7|18:90:d8:80:90:d8|-87
Time Stamp|SSID|BSSID|RSSI
2018-10-07 20:35:54.817|WiFi-7TRU|a4:ca:a0:57:da:10|-54
2018-10-07 20:35:54.817|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-73
2018-10-07 20:35:54.817|FaafetaiKoli|4e:66:41:91:0d:56|-88
2018-10-07 20:35:54.817|TelstraC083BD|f4:6b:ef:c0:83:c3|-82
2018-10-07 20:35:54.817|TelstraF28877|24:20:c7:f2:88:7d|-84
2018-10-07 20:35:54.817|OPTUSVD39FAA40|10:0d:7f:dd:59:61|-92
2018-10-07 20:35:54.817|Telstra Air|f6:6b:ef:c0:83:c0|-84
2018-10-07 20:35:54.817|Fon WiFi|f6:6b:ef:c0:83:c1|-83
2018-10-07 20:35:54.817|OPTUS_8090D7|18:90:d8:80:90:d8|-83
2018-10-07 20:35:54.817|WiFi-85B8|c4:71:54:d8:85:b8|-84
2018-10-07 20:35:54.817|OPTUS_07D7EE|7c:26:64:07:d7:ef|-90
Time Stamp|SSID|BSSID|RSSI
2018-10-07 20:55:54.865|WiFi-7TRU|a4:ca:a0:57:da:10|-57
2018-10-07 20:55:54.865|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-70
2018-10-07 20:55:54.865|TelstraC083BD|f4:6b:ef:c0:83:c3|-83
2018-10-07 20:55:54.865|WiFi-85B8|c4:71:54:d8:85:b8|-88
2018-10-07 20:55:54.865|TPG-9PYF|c4:05:28:f9:ca:44|-89
2018-10-07 20:55:54.865|TelstraF28877|24:20:c7:f2:88:7d|-86
2018-10-07 20:55:54.865|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-89
2018-10-07 20:55:54.865|OPTUS_8090D7|18:90:d8:80:90:d8|-89
2018-10-07 20:55:54.865|FaafetaiKoli|4e:66:41:91:0d:56|-89
2018-10-07 20:55:54.865|Telstra Air|f6:6b:ef:c0:83:c0|-82
2018-10-07 20:55:54.865|Fon WiFi|f6:6b:ef:c0:83:c1|-84
2018-10-07 20:55:54.865|Kate Wifi|6c:b7:49:29:96:56|-90
Time Stamp|SSID|BSSID|RSSI
2018-10-07 21:05:55.162|WiFi-7TRU|a4:ca:a0:57:da:10|-54
2018-10-07 21:05:55.162|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-69
2018-10-07 21:05:55.162|Asotasi.koliata|d6:38:9c:5f:1c:74|-75
2018-10-07 21:05:55.162|TelstraC083BD|f4:6b:ef:c0:83:c3|-80
2018-10-07 21:05:55.162|FaafetaiKoli|4e:66:41:91:0d:56|-89
2018-10-07 21:05:55.162|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-89
2018-10-07 21:05:55.162|WiFi-85B8|c4:71:54:d8:85:b8|-89
2018-10-07 21:05:55.162|TPG-9PYF|c4:05:28:f9:ca:44|-90
2018-10-07 21:05:55.162|OPTUSVD39FAA40|10:0d:7f:dd:59:61|-92
2018-10-07 21:05:55.162|Telstra Air|f6:6b:ef:c0:83:c0|-80
2018-10-07 21:05:55.162|Fon WiFi|f6:6b:ef:c0:83:c1|-80
2018-10-07 21:05:55.162|OPTUS_8090D7|18:90:d8:80:90:d8|-86
2018-10-07 21:05:55.162|TelstraF28877|24:20:c7:f2:88:7d|-92
Time Stamp|SSID|BSSID|RSSI
2018-10-07 21:20:55.052|WiFi-7TRU|a4:ca:a0:57:da:10|-73
2018-10-07 21:20:55.052|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-73
2018-10-07 21:20:55.052|WiFi-85B8|c4:71:54:d8:85:b8|-82
2018-10-07 21:20:55.052|TelstraF28877|24:20:c7:f2:88:7d|-94
2018-10-07 21:20:55.052|TelstraC083BD|f4:6b:ef:c0:83:c3|-84
2018-10-07 21:20:55.052|FaafetaiKoli|4e:66:41:91:0d:56|-90
2018-10-07 21:20:55.052|Fon WiFi|f6:6b:ef:c0:83:c1|-82
2018-10-07 21:20:55.052|Telstra Air|f6:6b:ef:c0:83:c0|-84
2018-10-07 21:20:55.052|TPG-9PYF|c4:05:28:f9:ca:44|-91
2018-10-07 21:20:55.052|OPTUS_8090D7|18:90:d8:80:90:d8|-92
2018-10-07 21:20:55.052|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-89
Time Stamp|SSID|BSSID|RSSI
2018-10-07 21:38:27.493|WiFi-7TRU|a4:ca:a0:57:da:10|-53
2018-10-07 21:38:27.493|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-72
2018-10-07 21:38:27.493|WiFi-85B8|c4:71:54:d8:85:b8|-85
2018-10-07 21:38:27.493|TelstraF28877|24:20:c7:f2:88:7d|-84
2018-10-07 21:38:27.493|TelstraC083BD|f4:6b:ef:c0:83:c3|-89
2018-10-07 21:38:27.493|TPG-9PYF|c4:05:28:f9:ca:44|-90
2018-10-07 21:38:27.493|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-95
2018-10-07 21:38:27.493|Fon WiFi|f6:6b:ef:c0:83:c1|-83
2018-10-07 21:38:27.493|Telstra Air|f6:6b:ef:c0:83:c0|-84
Time Stamp|SSID|BSSID|RSSI
2018-10-07 21:58:27.539|WiFi-7TRU|a4:ca:a0:57:da:10|-54
2018-10-07 21:58:27.539|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-70
2018-10-07 21:58:27.539|TelstraC083BD|f4:6b:ef:c0:83:c3|-83
2018-10-07 21:58:27.539|OPTUS_8090D7|18:90:d8:80:90:d8|-89
2018-10-07 21:58:27.539|WiFi-85B8|c4:71:54:d8:85:b8|-84
2018-10-07 21:58:27.539|TelstraF28877|24:20:c7:f2:88:7d|-94
2018-10-07 21:58:27.539|Telstra Air|f6:6b:ef:c0:83:c0|-85
2018-10-07 21:58:27.539|Fon WiFi|f6:6b:ef:c0:83:c1|-85
2018-10-07 21:58:27.539|TPG-9PYF|c4:05:28:f9:ca:44|-87
Time Stamp|SSID|BSSID|RSSI
2018-10-07 22:05:55.066|WiFi-7TRU|a4:ca:a0:57:da:10|-57
2018-10-07 22:05:55.066|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-70
2018-10-07 22:05:55.066|TelstraF28877|24:20:c7:f2:88:7d|-86
2018-10-07 22:05:55.066|TelstraC083BD|f4:6b:ef:c0:83:c3|-85
2018-10-07 22:05:55.066|Telstra Air|f6:6b:ef:c0:83:c0|-86
2018-10-07 22:05:55.066|Fon WiFi|f6:6b:ef:c0:83:c1|-84
2018-10-07 22:05:55.066|WiFi-85B8|c4:71:54:d8:85:b8|-87
2018-10-07 22:05:55.066|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-89
2018-10-07 22:05:55.066|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-92
2018-10-07 22:05:55.066|WiFi-Z7FS|84:9f:b5:57:8a:4c|-93
Time Stamp|SSID|BSSID|RSSI
2018-10-07 22:29:37.239|WiFi-7TRU|a4:ca:a0:57:da:10|-63
2018-10-07 22:29:37.239|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-71
2018-10-07 22:29:37.239|TelstraC083BD|f4:6b:ef:c0:83:c3|-82
2018-10-07 22:29:37.239|Kate Wifi|6c:b7:49:29:96:56|-88
2018-10-07 22:29:37.239|WiFi-85B8|c4:71:54:d8:85:b8|-89
2018-10-07 22:29:37.239|Telstra Air|f6:6b:ef:c0:83:c0|-81
2018-10-07 22:29:37.239|Fon WiFi|f6:6b:ef:c0:83:c1|-82
Time Stamp|SSID|BSSID|RSSI
2018-10-07 22:35:54.949|WiFi-7TRU|a4:ca:a0:57:da:10|-55
2018-10-07 22:35:54.949|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-70
2018-10-07 22:35:54.949|TelstraF28877|24:20:c7:f2:88:7d|-87
2018-10-07 22:35:54.949|WiFi-85B8|c4:71:54:d8:85:b8|-84
2018-10-07 22:35:54.949|TelstraC083BD|f4:6b:ef:c0:83:c3|-84
2018-10-07 22:35:54.949|Telstra Air|f6:6b:ef:c0:83:c0|-82
2018-10-07 22:35:54.949|Fon WiFi|f6:6b:ef:c0:83:c1|-82
2018-10-07 22:35:54.949|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-89
2018-10-07 22:35:54.949|OPTUS_07D7EE|7c:26:64:07:d7:ef|-90
Time Stamp|SSID|BSSID|RSSI
2018-10-07 22:54:36.629|WiFi-7TRU|a4:ca:a0:57:da:10|-51
2018-10-07 22:54:36.629|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-64
2018-10-07 22:54:36.629|WiFi-85B8|c4:71:54:d8:85:b8|-84
2018-10-07 22:54:36.629|TelstraF28877|24:20:c7:f2:88:7d|-81
2018-10-07 22:54:36.629|TPG-9PYF|c4:05:28:f9:ca:44|-86
2018-10-07 22:54:36.629|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-89
2018-10-07 22:54:36.629|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-92
2018-10-07 22:54:36.629|OPTUS_66F220|b8:ee:0e:66:f2:21|-89
2018-10-07 22:54:36.629|Telstra Air|f6:6b:ef:c0:83:c0|-89
Time Stamp|SSID|BSSID|RSSI
2018-10-07 23:05:56.455|WiFi-7TRU|a4:ca:a0:57:da:10|-59
2018-10-07 23:05:56.455|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-69
2018-10-07 23:05:56.455|TelstraF28877|24:20:c7:f2:88:7d|-84
2018-10-07 23:05:56.455|WiFi-85B8|c4:71:54:d8:85:b8|-85
2018-10-07 23:05:56.455|TPG-9PYF|c4:05:28:f9:ca:44|-90
2018-10-07 23:05:56.455|TelstraC083BD|f4:6b:ef:c0:83:c3|-92
2018-10-07 23:05:56.455|Telstra Air|f6:6b:ef:c0:83:c0|-89
2018-10-07 23:05:56.455|Fon WiFi|f6:6b:ef:c0:83:c1|-92
2018-10-07 23:05:56.455|BigPond4EC9|10:0d:7f:da:8e:d9|-90
2018-10-07 23:05:56.455|OPTUS_8090D7|18:90:d8:80:90:d8|-92
2018-10-07 23:05:56.455|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-92
Time Stamp|SSID|BSSID|RSSI
2018-10-07 23:20:54.931|WiFi-7TRU|a4:ca:a0:57:da:10|-53
2018-10-07 23:20:54.931|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-75
2018-10-07 23:20:54.931|TelstraF28877|24:20:c7:f2:88:7d|-79
2018-10-07 23:20:54.931|WiFi-85B8|c4:71:54:d8:85:b8|-94
2018-10-07 23:20:54.931|Fon WiFi|f6:6b:ef:c0:83:c1|-91
2018-10-07 23:20:54.931|Telstra Air|f6:6b:ef:c0:83:c0|-88
2018-10-07 23:20:54.931|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-89
2018-10-07 23:20:54.931|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-92
2018-10-07 23:20:54.931|TelstraC083BD|f4:6b:ef:c0:83:c3|-85
2018-10-07 23:20:54.931|TPG-9PYF|c4:05:28:f9:ca:44|-93
2018-10-07 23:20:54.931|WiFi-Z7FS|84:9f:b5:57:8a:4c|-92
Time Stamp|SSID|BSSID|RSSI
2018-10-07 23:38:40.921|WiFi-7TRU|a4:ca:a0:57:da:10|-61
2018-10-07 23:38:40.921|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-78
2018-10-07 23:38:40.921|TelstraF28877|24:20:c7:f2:88:7d|-78
2018-10-07 23:38:40.921|WiFi-85B8|c4:71:54:d8:85:b8|-82
2018-10-07 23:38:40.921|TPG-9PYF|c4:05:28:f9:ca:44|-90
2018-10-07 23:38:40.921|TelstraC083BD|f4:6b:ef:c0:83:c3|-90
2018-10-07 23:38:40.921|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-89
2018-10-07 23:38:40.921|Fon WiFi|f6:6b:ef:c0:83:c1|-87
2018-10-07 23:38:40.921|Telstra Air|f6:6b:ef:c0:83:c0|-88
2018-10-07 23:38:40.921|WiFi-Z7FS|84:9f:b5:57:8a:4c|-92
Time Stamp|SSID|BSSID|RSSI
2018-10-08 00:00:03.72|WiFi-7TRU|a4:ca:a0:57:da:10|-69
2018-10-08 00:00:03.72|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-75
2018-10-08 00:00:03.72|TelstraC083BD|f4:6b:ef:c0:83:c3|-82
2018-10-08 00:00:03.72|WiFi-85B8|c4:71:54:d8:85:b8|-85
2018-10-08 00:00:03.72|TelstraF28877|24:20:c7:f2:88:7d|-88
2018-10-08 00:00:03.72|TPG-9PYF|c4:05:28:f9:ca:44|-88
2018-10-08 00:00:03.72|OPTUS_8090D7|18:90:d8:80:90:d8|-93
2018-10-08 00:00:03.72|Fon WiFi|f6:6b:ef:c0:83:c1|-84
2018-10-08 00:00:03.72|Telstra Air|f6:6b:ef:c0:83:c0|-84
Time Stamp|SSID|BSSID|RSSI
2018-10-08 00:05:55.031|WiFi-7TRU|a4:ca:a0:57:da:10|-60
2018-10-08 00:05:55.031|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-75
2018-10-08 00:05:55.031|TelstraF28877|24:20:c7:f2:88:7d|-83
2018-10-08 00:05:55.031|TelstraC083BD|f4:6b:ef:c0:83:c3|-84
2018-10-08 00:05:55.031|WiFi-85B8|c4:71:54:d8:85:b8|-86
2018-10-08 00:05:55.031|TPG-9PYF|c4:05:28:f9:ca:44|-88
2018-10-08 00:05:55.031|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-90
2018-10-08 00:05:55.031|Telstra Air|f6:6b:ef:c0:83:c0|-83
2018-10-08 00:05:55.031|Fon WiFi|f6:6b:ef:c0:83:c1|-83
Time Stamp|SSID|BSSID|RSSI
2018-10-08 00:20:54.78|WiFi-7TRU|a4:ca:a0:57:da:10|-54
2018-10-08 00:20:54.78|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-74
2018-10-08 00:20:54.78|WiFi-85B8|c4:71:54:d8:85:b8|-83
2018-10-08 00:20:54.78|TelstraF28877|24:20:c7:f2:88:7d|-79
2018-10-08 00:20:54.78|TelstraC083BD|f4:6b:ef:c0:83:c3|-88
2018-10-08 00:20:54.78|OPTUS_8090D7|18:90:d8:80:90:d8|-88
2018-10-08 00:20:54.78|TPG-9PYF|c4:05:28:f9:ca:44|-87
2018-10-08 00:20:54.78|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-89
2018-10-08 00:20:54.78|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-89
2018-10-08 00:20:54.78|Fon WiFi|f6:6b:ef:c0:83:c1|-87
2018-10-08 00:20:54.78|Telstra Air|f6:6b:ef:c0:83:c0|-87
Time Stamp|SSID|BSSID|RSSI
2018-10-08 00:35:54.978|WiFi-7TRU|a4:ca:a0:57:da:10|-61
2018-10-08 00:35:54.978|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-73
2018-10-08 00:35:54.978|TelstraF28877|24:20:c7:f2:88:7d|-80
2018-10-08 00:35:54.978|WiFi-85B8|c4:71:54:d8:85:b8|-81
2018-10-08 00:35:54.978|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-88
2018-10-08 00:35:54.978|TPG-9PYF|c4:05:28:f9:ca:44|-86
2018-10-08 00:35:54.978|Telstra Air|f6:6b:ef:c0:83:c0|-89
2018-10-08 00:35:54.978|Fon WiFi|f6:6b:ef:c0:83:c1|-89
2018-10-08 00:35:54.978|TelstraC083BD|f4:6b:ef:c0:83:c3|-87
2018-10-08 00:35:54.978|OPTUS_8090D7|18:90:d8:80:90:d8|-89
Time Stamp|SSID|BSSID|RSSI
2018-10-08 00:50:54.721|WiFi-7TRU|a4:ca:a0:57:da:10|-59
2018-10-08 00:50:54.721|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-72
2018-10-08 00:50:54.721|TelstraF28877|24:20:c7:f2:88:7d|-80
2018-10-08 00:50:54.721|WiFi-85B8|c4:71:54:d8:85:b8|-87
2018-10-08 00:50:54.721|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-87
2018-10-08 00:50:54.721|TelstraC083BD|f4:6b:ef:c0:83:c3|-91
2018-10-08 00:50:54.721|TPG-9PYF|c4:05:28:f9:ca:44|-87
2018-10-08 00:50:54.721|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-94
2018-10-08 00:50:54.721|Telstra Air|f6:6b:ef:c0:83:c0|-90
2018-10-08 00:50:54.721|Fon WiFi|f6:6b:ef:c0:83:c1|-89
2018-10-08 00:50:54.721|WiFi-Z7FS|84:9f:b5:57:8a:4c|-93
Time Stamp|SSID|BSSID|RSSI
2018-10-08 01:10:54.686|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-65
2018-10-08 01:10:54.686|WiFi-7TRU|a4:ca:a0:57:da:10|-60
2018-10-08 01:10:54.686|TelstraF28877|24:20:c7:f2:88:7d|-87
2018-10-08 01:10:54.686|OPTUS_8090D7|18:90:d8:80:90:d8|-87
2018-10-08 01:10:54.686|TelstraC083BD|f4:6b:ef:c0:83:c3|-88
2018-10-08 01:10:54.686|WiFi-85B8|c4:71:54:d8:85:b8|-85
2018-10-08 01:10:54.686|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-90
2018-10-08 01:10:54.686|Telstra Air|f6:6b:ef:c0:83:c0|-90
2018-10-08 01:10:54.686|Fon WiFi|f6:6b:ef:c0:83:c1|-95
Time Stamp|SSID|BSSID|RSSI
2018-10-08 01:24:04.02|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-65
2018-10-08 01:24:04.02|WiFi-7TRU|a4:ca:a0:57:da:10|-59
2018-10-08 01:24:04.02|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-84
2018-10-08 01:24:04.02|TelstraF28877|24:20:c7:f2:88:7d|-84
2018-10-08 01:24:04.02|OPTUS_8090D7|18:90:d8:80:90:d8|-87
2018-10-08 01:24:04.02|WiFi-85B8|c4:71:54:d8:85:b8|-89
2018-10-08 01:24:04.02|TelstraC083BD|f4:6b:ef:c0:83:c3|-90
2018-10-08 01:24:04.02|Telstra Air|f6:6b:ef:c0:83:c0|-88
2018-10-08 01:24:04.02|Fon WiFi|f6:6b:ef:c0:83:c1|-92
Time Stamp|SSID|BSSID|RSSI
2018-10-08 01:35:54.494|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-66
2018-10-08 01:35:54.494|WiFi-7TRU|a4:ca:a0:57:da:10|-56
2018-10-08 01:35:54.494|TelstraF28877|24:20:c7:f2:88:7d|-81
2018-10-08 01:35:54.494|TelstraC083BD|f4:6b:ef:c0:83:c3|-91
2018-10-08 01:35:54.494|Fon WiFi|f6:6b:ef:c0:83:c1|-87
2018-10-08 01:35:54.494|Telstra Air|f6:6b:ef:c0:83:c0|-94
Time Stamp|SSID|BSSID|RSSI
2018-10-08 01:55:54.82|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-68
2018-10-08 01:55:54.82|WiFi-7TRU|a4:ca:a0:57:da:10|-57
2018-10-08 01:55:54.82|TelstraF28877|24:20:c7:f2:88:7d|-83
2018-10-08 01:55:54.82|TPG-9PYF|c4:05:28:f9:ca:44|-88
2018-10-08 01:55:54.82|OPTUS_8090D7|18:90:d8:80:90:d8|-89
2018-10-08 01:55:54.82|WiFi-85B8|c4:71:54:d8:85:b8|-89
2018-10-08 01:55:54.82|TelstraC083BD|f4:6b:ef:c0:83:c3|-91
2018-10-08 01:55:54.82|OPTUS_07D7EE|7c:26:64:07:d7:ef|-91
2018-10-08 01:55:54.82|Telstra Air|f6:6b:ef:c0:83:c0|-90
2018-10-08 01:55:54.82|Fon WiFi|f6:6b:ef:c0:83:c1|-90
Time Stamp|SSID|BSSID|RSSI
2018-10-08 02:05:54.983|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-67
2018-10-08 02:05:54.983|WiFi-7TRU|a4:ca:a0:57:da:10|-57
2018-10-08 02:05:54.983|TelstraF28877|24:20:c7:f2:88:7d|-84
2018-10-08 02:05:54.983|OPTUS_8090D7|18:90:d8:80:90:d8|-86
2018-10-08 02:05:54.983|WiFi-85B8|c4:71:54:d8:85:b8|-89
